Match_ID,Date,Teams,Team1,Team2,Toss_Winner,Toss_Decision,team1_form_winrate_5,team2_form_winrate_5,venue_chase_winrate_prior,venue_score_prior,Match_Winner
336039,2008-05-31,Chennai Super Kings vs Punjab Kings,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,0.2,0.6,0.5714285714285714,0.1428571428571428,Chennai Super Kings
336040,2008-06-01,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,0.4,0.6,0.6,0.19999999999999996,Rajasthan Royals
392181,2009-04-18,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,0.4,0.6,0.5,0.0,Mumbai Indians
392182,2009-04-18,Royal Challengers Bengaluru vs Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,0.2,0.8,0.3333333333333333,-0.33333333333333337,Royal Challengers Bengaluru
392183,2009-04-19,Delhi Capitals vs Punjab Kings,Delhi Capitals,Punjab Kings,Delhi Capitals,field,0.4,0.4,0.25,-0.5,Delhi Capitals
392185,2009-04-20,Royal Challengers Bengaluru vs Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,bat,0.4,0.6,0.5,0.0,Chennai Super Kings
392186,2009-04-21,Punjab Kings vs Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,1.0,0.2,0.5,0.0,Kolkata Knight Riders
392190,2009-04-23,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,0.6,0.6,0.42857142857142855,-0.1428571428571429,Draw/No Result
392189,2009-04-23,Chennai Super Kings vs Delhi Capitals,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,0.2,0.4,0.6666666666666666,0.33333333333333326,Delhi Capitals
392191,2009-04-24,Royal Challengers Bengaluru vs Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,0.2,0.4,0.5,0.0,Punjab Kings
392194,2009-04-26,Royal Challengers Bengaluru vs Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,0.2,0.4,0.3333333333333333,-0.33333333333333337,Delhi Capitals
392195,2009-04-26,Punjab Kings vs Rajasthan Royals,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,0.8,0.4,0.375,-0.25,Punjab Kings
392197,2009-04-27,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,0.4,0.4,0.5,0.0,Mumbai Indians
392198,2009-04-28,Delhi Capitals vs Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,0.6,0.4,0.5,0.0,Rajasthan Royals
392199,2009-04-29,Royal Challengers Bengaluru vs Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,bat,0.2,0.4,0.5714285714285714,0.1428571428571428,Royal Challengers Bengaluru
392200,2009-04-29,Punjab Kings vs Mumbai Indians,Punjab Kings,Mumbai Indians,Punjab Kings,bat,0.8,0.6,0.625,0.25,Punjab Kings
392202,2009-04-30,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,0.2,0.4,0.75,0.5,Chennai Super Kings
392203,2009-05-01,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,0.2,0.6,0.5,0.0,Mumbai Indians
392204,2009-05-01,Royal Challengers Bengaluru vs Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,0.2,0.4,0.5555555555555556,0.11111111111111116,Royal Challengers Bengaluru
392206,2009-05-02,Chennai Super Kings vs Delhi Capitals,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,0.2,0.8,0.5,0.0,Chennai Super Kings
392208,2009-05-03,Royal Challengers Bengaluru vs Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,bat,0.4,0.6,0.3333333333333333,-0.33333333333333337,Royal Challengers Bengaluru
392207,2009-05-03,Punjab Kings vs Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,0.8,0.4,0.5,0.0,Punjab Kings
392210,2009-05-05,Punjab Kings vs Rajasthan Royals,Punjab Kings,Rajasthan Royals,Punjab Kings,field,0.8,0.4,0.5,0.0,Rajasthan Royals
392211,2009-05-05,Delhi Capitals vs Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,0.4,0.2,0.45454545454545453,-0.09090909090909094,Delhi Capitals
392213,2009-05-07,Royal Challengers Bengaluru vs Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,0.6,0.6,0.5,0.0,Rajasthan Royals
392214,2009-05-07,Chennai Super Kings vs Punjab Kings,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,0.6,0.2,0.5714285714285714,0.1428571428571428,Chennai Super Kings
392215,2009-05-08,Delhi Capitals vs Mumbai Indians,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,0.6,0.4,0.25,-0.5,Delhi Capitals
392217,2009-05-09,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,0.8,0.8,0.6666666666666666,0.33333333333333326,Chennai Super Kings
392218,2009-05-10,Royal Challengers Bengaluru vs Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,bat,0.6,0.2,0.5714285714285714,0.1428571428571428,Mumbai Indians
392219,2009-05-10,Delhi Capitals vs Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,0.6,0.2,0.5,0.0,Delhi Capitals
392221,2009-05-12,Royal Challengers Bengaluru vs Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,0.6,0.2,0.5,0.0,Royal Challengers Bengaluru
392222,2009-05-12,Punjab Kings vs Mumbai Indians,Punjab Kings,Mumbai Indians,Punjab Kings,bat,0.6,0.4,0.5555555555555556,0.11111111111111116,Mumbai Indians
392225,2009-05-14,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,0.8,0.6,0.46153846153846156,-0.07692307692307687,Rajasthan Royals
392224,2009-05-14,Royal Challengers Bengaluru vs Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,bat,0.6,0.8,0.42857142857142855,-0.1428571428571429,Royal Challengers Bengaluru
392226,2009-05-15,Delhi Capitals vs Punjab Kings,Delhi Capitals,Punjab Kings,Punjab Kings,field,0.8,0.4,0.5,0.0,Punjab Kings
392227,2009-05-16,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,1.0,0.4,0.5,0.0,Chennai Super Kings
392230,2009-05-17,Delhi Capitals vs Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,0.6,0.6,0.6666666666666666,0.33333333333333326,Delhi Capitals
392231,2009-05-18,Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,1.0,0.0,0.6,0.19999999999999996,Kolkata Knight Riders
392232,2009-05-19,Royal Challengers Bengaluru vs Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,bat,0.6,0.8,0.5714285714285714,0.1428571428571428,Royal Challengers Bengaluru
392233,2009-05-20,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,0.2,0.4,0.4666666666666667,-0.06666666666666665,Kolkata Knight Riders
392234,2009-05-20,Chennai Super Kings vs Punjab Kings,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,0.8,0.6,0.5,0.0,Chennai Super Kings
392235,2009-05-21,Delhi Capitals vs Mumbai Indians,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,0.8,0.4,0.6363636363636364,0.2727272727272727,Delhi Capitals
392238,2009-05-23,Royal Challengers Bengaluru vs Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,field,0.8,0.6,0.625,0.25,Royal Challengers Bengaluru
419108,2010-03-13,Punjab Kings vs Delhi Capitals,Punjab Kings,Delhi Capitals,Delhi Capitals,field,0.6,0.6,0.4444444444444444,-0.11111111111111116,Delhi Capitals
419107,2010-03-13,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,0.6,0.2,0.5,0.0,Mumbai Indians
419109,2010-03-14,Kolkata Knight Riders vs Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,field,0.4,0.4,0.6666666666666666,0.33333333333333326,Kolkata Knight Riders
419111,2010-03-15,Rajasthan Royals vs Delhi Capitals,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,1.0,0.6,0.5,0.0,Delhi Capitals
419112,2010-03-16,Royal Challengers Bengaluru vs Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,bat,0.8,0.6,0.5555555555555556,0.11111111111111116,Royal Challengers Bengaluru
419113,2010-03-16,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,0.4,0.6,0.7,0.3999999999999999,Chennai Super Kings
419114,2010-03-17,Delhi Capitals vs Mumbai Indians,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,0.6,0.4,0.625,0.25,Mumbai Indians
419115,2010-03-18,Royal Challengers Bengaluru vs Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,field,0.8,0.2,0.6,0.19999999999999996,Royal Challengers Bengaluru
419116,2010-03-19,Delhi Capitals vs Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,0.4,0.6,0.5555555555555556,0.11111111111111116,Chennai Super Kings
419118,2010-03-20,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,0.8,0.4,0.6666666666666666,0.33333333333333326,Rajasthan Royals
419119,2010-03-20,Mumbai Indians vs Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,bat,0.6,0.4,0.3333333333333333,-0.33333333333333337,Royal Challengers Bengaluru
419121,2010-03-21,Chennai Super Kings vs Punjab Kings,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,0.6,0.4,0.4,-0.19999999999999996,Draw/No Result
419122,2010-03-22,Mumbai Indians vs Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,0.4,0.4,0.5,0.0,Mumbai Indians
419123,2010-03-23,Royal Challengers Bengaluru vs Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,0.8,0.6,0.6363636363636364,0.2727272727272727,Royal Challengers Bengaluru
419124,2010-03-24,Punjab Kings vs Rajasthan Royals,Punjab Kings,Rajasthan Royals,Punjab Kings,field,0.4,0.2,0.5,0.0,Rajasthan Royals
419125,2010-03-25,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,0.4,0.6,0.5,0.0,Mumbai Indians
419128,2010-03-25,Royal Challengers Bengaluru vs Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,field,0.8,0.6,0.5833333333333334,0.16666666666666674,Delhi Capitals
419127,2010-03-27,Punjab Kings vs Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,0.2,0.4,0.45454545454545453,-0.09090909090909094,Kolkata Knight Riders
419129,2010-03-28,Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,0.8,0.4,0.6,0.19999999999999996,Rajasthan Royals
419131,2010-03-29,Delhi Capitals vs Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,0.4,0.6,0.6,0.19999999999999996,Delhi Capitals
419132,2010-03-30,Mumbai Indians vs Punjab Kings,Mumbai Indians,Punjab Kings,Mumbai Indians,field,0.4,0.2,0.6,0.19999999999999996,Mumbai Indians
419133,2010-03-31,Chennai Super Kings vs Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,0.2,0.6,0.36363636363636365,-0.2727272727272727,Chennai Super Kings
419134,2010-03-31,Delhi Capitals vs Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,0.4,0.2,0.5454545454545454,0.09090909090909083,Delhi Capitals
419136,2010-04-02,Punjab Kings vs Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,bat,0.0,0.6,0.4166666666666667,-0.16666666666666663,Royal Challengers Bengaluru
419137,2010-04-03,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,0.4,0.2,0.4166666666666667,-0.16666666666666663,Chennai Super Kings
419140,2010-04-04,Delhi Capitals vs Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,bat,0.4,0.6,0.5,0.0,Delhi Capitals
419139,2010-04-04,Kolkata Knight Riders vs Punjab Kings,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,0.6,0.0,0.5833333333333334,0.16666666666666674,Punjab Kings
419142,2010-04-06,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,0.4,0.6,0.38461538461538464,-0.23076923076923073,Chennai Super Kings
419143,2010-04-07,Rajasthan Royals vs Punjab Kings,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,0.8,0.2,0.6666666666666666,0.33333333333333326,Rajasthan Royals
419144,2010-04-07,Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,0.6,0.6,0.6153846153846154,0.23076923076923084,Kolkata Knight Riders
419146,2010-04-09,Punjab Kings vs Mumbai Indians,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,0.0,0.6,0.46153846153846156,-0.07692307692307687,Punjab Kings
419148,2010-04-10,Royal Challengers Bengaluru vs Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,0.6,0.4,0.5714285714285714,0.1428571428571428,Royal Challengers Bengaluru
419149,2010-04-11,Delhi Capitals vs Punjab Kings,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,0.6,0.2,0.46153846153846156,-0.07692307692307687,Punjab Kings
419150,2010-04-11,Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,0.8,0.6,0.7,0.3999999999999999,Mumbai Indians
419152,2010-04-13,Mumbai Indians vs Delhi Capitals,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,0.8,0.6,0.5714285714285714,0.1428571428571428,Mumbai Indians
419153,2010-04-13,Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,0.6,0.2,0.35714285714285715,-0.2857142857142857,Chennai Super Kings
419154,2010-04-14,Rajasthan Royals vs Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,bat,0.8,0.4,0.6363636363636364,0.2727272727272727,Royal Challengers Bengaluru
419155,2010-04-15,Chennai Super Kings vs Delhi Capitals,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,0.8,0.4,0.4,-0.19999999999999996,Delhi Capitals
419157,2010-04-17,Royal Challengers Bengaluru vs Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,field,0.6,0.6,0.6,0.19999999999999996,Mumbai Indians
419158,2010-04-17,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,0.6,0.4,0.5714285714285714,0.1428571428571428,Kolkata Knight Riders
419159,2010-04-18,Punjab Kings vs Chennai Super Kings,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,0.2,0.4,0.6666666666666666,0.33333333333333326,Chennai Super Kings
419161,2010-04-19,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,0.6,0.6,0.6,0.19999999999999996,Kolkata Knight Riders
419162,2010-04-21,Royal Challengers Bengaluru vs Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,bat,0.4,0.4,0.5,0.0,Mumbai Indians
419165,2010-04-25,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,0.8,0.6,0.45454545454545453,-0.09090909090909094,Chennai Super Kings
501198,2011-04-08,Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,0.8,0.2,0.4375,-0.125,Chennai Super Kings
501201,2011-04-10,Delhi Capitals vs Mumbai Indians,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,0.6,0.6,0.4666666666666667,-0.06666666666666665,Mumbai Indians
501205,2011-04-12,Royal Challengers Bengaluru vs Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,0.4,0.6,0.5625,0.125,Mumbai Indians
501204,2011-04-12,Rajasthan Royals vs Delhi Capitals,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,0.6,0.4,0.6666666666666666,0.33333333333333326,Rajasthan Royals
501206,2011-04-13,Punjab Kings vs Chennai Super Kings,Punjab Kings,Chennai Super Kings,Punjab Kings,field,0.2,0.4,0.5,0.0,Punjab Kings
501209,2011-04-15,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,0.6,0.2,0.6923076923076923,0.3846153846153846,Kolkata Knight Riders
501211,2011-04-16,Chennai Super Kings vs Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,0.8,0.4,0.4117647058823529,-0.17647058823529416,Chennai Super Kings
501214,2011-04-17,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,0.8,0.4,0.5882352941176471,0.17647058823529416,Kolkata Knight Riders
501220,2011-04-21,Punjab Kings vs Rajasthan Royals,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,0.4,0.4,0.5333333333333333,0.06666666666666665,Punjab Kings
501221,2011-04-22,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,0.8,0.2,0.7,0.3999999999999999,Mumbai Indians
501222,2011-04-22,Kolkata Knight Riders vs Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,0.8,0.4,0.5789473684210527,0.1578947368421053,Royal Challengers Bengaluru
501223,2011-04-23,Delhi Capitals vs Punjab Kings,Delhi Capitals,Punjab Kings,Punjab Kings,field,0.2,0.6,0.47058823529411764,-0.05882352941176472,Delhi Capitals
501227,2011-04-26,Delhi Capitals vs Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,0.2,0.6,0.4444444444444444,-0.11111111111111116,Royal Challengers Bengaluru
501230,2011-04-28,Delhi Capitals vs Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,0.2,0.2,0.47368421052631576,-0.052631578947368474,Kolkata Knight Riders
501231,2011-04-29,Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,0.4,0.8,0.7333333333333333,0.46666666666666656,Rajasthan Royals
501234,2011-04-30,Kolkata Knight Riders vs Punjab Kings,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,0.6,0.4,0.6,0.19999999999999996,Kolkata Knight Riders
501237,2011-05-02,Mumbai Indians vs Punjab Kings,Mumbai Indians,Punjab Kings,Punjab Kings,field,0.8,0.4,0.6363636363636364,0.2727272727272727,Mumbai Indians
501240,2011-05-04,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,1.0,0.4,0.35,-0.30000000000000004,Chennai Super Kings
501244,2011-05-06,Royal Challengers Bengaluru vs Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,0.4,0.2,0.5555555555555556,0.11111111111111116,Royal Challengers Bengaluru
501245,2011-05-07,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,0.6,0.4,0.6190476190476191,0.23809523809523814,Kolkata Knight Riders
501246,2011-05-07,Mumbai Indians vs Delhi Capitals,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,0.8,0.8,0.5833333333333334,0.16666666666666674,Mumbai Indians
501249,2011-05-09,Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,0.8,0.2,0.7647058823529411,0.5294117647058822,Chennai Super Kings
501251,2011-05-10,Punjab Kings vs Mumbai Indians,Punjab Kings,Mumbai Indians,Mumbai Indians,field,0.4,0.8,0.5294117647058824,0.05882352941176472,Punjab Kings
501252,2011-05-11,Rajasthan Royals vs Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,0.6,0.6,0.7222222222222222,0.4444444444444444,Royal Challengers Bengaluru
501253,2011-05-12,Chennai Super Kings vs Delhi Capitals,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,1.0,0.6,0.38095238095238093,-0.23809523809523814,Chennai Super Kings
501255,2011-05-14,Royal Challengers Bengaluru vs Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,0.8,0.6,0.55,0.10000000000000009,Royal Challengers Bengaluru
501257,2011-05-15,Punjab Kings vs Delhi Capitals,Punjab Kings,Delhi Capitals,Delhi Capitals,field,0.6,0.6,0.75,0.5,Punjab Kings
501260,2011-05-17,Punjab Kings vs Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,bat,0.8,0.6,0.6,0.19999999999999996,Punjab Kings
501263,2011-05-20,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,0.8,0.2,0.5,0.0,Rajasthan Royals
501266,2011-05-22,Royal Challengers Bengaluru vs Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,field,0.8,0.4,0.5714285714285714,0.1428571428571428,Royal Challengers Bengaluru
501267,2011-05-22,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,0.6,0.6,0.6363636363636364,0.2727272727272727,Mumbai Indians
501268,2011-05-24,Royal Challengers Bengaluru vs Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,1.0,0.4,0.5333333333333333,0.06666666666666665,Chennai Super Kings
501269,2011-05-25,Mumbai Indians vs Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,0.6,0.6,0.5625,0.125,Mumbai Indians
501270,2011-05-27,Royal Challengers Bengaluru vs Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,0.8,0.6,0.34782608695652173,-0.30434782608695654,Royal Challengers Bengaluru
501271,2011-05-28,Chennai Super Kings vs Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,1.0,0.6,0.3333333333333333,-0.33333333333333337,Chennai Super Kings
548306,2012-04-04,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,1.0,0.4,0.32,-0.36,Mumbai Indians
548307,2012-04-05,Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,0.4,0.4,0.6521739130434783,0.30434782608695654,Delhi Capitals
548309,2012-04-06,Rajasthan Royals vs Punjab Kings,Rajasthan Royals,Punjab Kings,Punjab Kings,field,0.6,0.2,0.7368421052631579,0.4736842105263157,Rajasthan Royals
548310,2012-04-07,Royal Challengers Bengaluru vs Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,0.8,0.4,0.5909090909090909,0.18181818181818188,Royal Challengers Bengaluru
548312,2012-04-08,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,0.6,0.4,0.7,0.3999999999999999,Rajasthan Royals
548315,2012-04-10,Royal Challengers Bengaluru vs Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,0.8,0.2,0.5652173913043478,0.13043478260869557,Kolkata Knight Riders
548316,2012-04-10,Delhi Capitals vs Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,0.2,0.6,0.45454545454545453,-0.09090909090909094,Delhi Capitals
548317,2012-04-11,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,0.4,0.2,0.5555555555555556,0.11111111111111116,Mumbai Indians
548318,2012-04-12,Chennai Super Kings vs Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,0.8,0.6,0.34615384615384615,-0.3076923076923077,Chennai Super Kings
548320,2012-04-13,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,0.4,0.2,0.6666666666666666,0.33333333333333326,Kolkata Knight Riders
548324,2012-04-15,Royal Challengers Bengaluru vs Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,bat,0.6,0.2,0.5416666666666666,0.08333333333333326,Rajasthan Royals
548323,2012-04-15,Kolkata Knight Riders vs Punjab Kings,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,0.6,0.2,0.68,0.3600000000000001,Punjab Kings
548325,2012-04-16,Mumbai Indians vs Delhi Capitals,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,0.4,0.2,0.5263157894736842,0.05263157894736836,Delhi Capitals
548328,2012-04-18,Punjab Kings vs Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,0.8,0.4,0.5263157894736842,0.05263157894736836,Kolkata Knight Riders
548331,2012-04-20,Punjab Kings vs Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,0.6,0.4,0.55,0.10000000000000009,Royal Challengers Bengaluru
548332,2012-04-21,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,0.8,0.4,0.35714285714285715,-0.2857142857142857,Chennai Super Kings
548334,2012-04-22,Mumbai Indians vs Punjab Kings,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,0.4,0.4,0.55,0.10000000000000009,Punjab Kings
548336,2012-04-23,Rajasthan Royals vs Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,0.6,0.4,0.6818181818181818,0.36363636363636354,Royal Challengers Bengaluru
548339,2012-04-25,Punjab Kings vs Mumbai Indians,Punjab Kings,Mumbai Indians,Punjab Kings,bat,0.4,0.6,0.5714285714285714,0.1428571428571428,Mumbai Indians
